"year","age","racehisp","degree","eqwlth","conlegis"
2010,40,"Black","Bachelor",NA,NA
2010,68,"White","High School",3,"Hardly Any"
2010,68,"White","Less Than High School",5,"Only Some"
2010,82,"White","High School",NA,NA
2010,20,"Black","High School",3,"Hardly Any"
2010,52,"White","High School",1,"Hardly Any"
2010,27,"White","Graduate",3,"Only Some"
2010,34,"Hispanic","High School",NA,NA
2010,41,"White","Bachelor",7,"Only Some"
2010,75,"White","High School",4,"Only Some"
2010,71,"White","High School",6,"Hardly Any"
2010,45,"White","High School",7,"Hardly Any"
2010,48,"White","Junior College",NA,NA
2010,31,"Hispanic","Bachelor",4,"Hardly Any"
2010,68,"White","Less Than High School",NA,NA
2010,54,"White","Bachelor",7,"Hardly Any"
2010,60,"White","Less Than High School",7,"Hardly Any"
2010,63,"White","High School",6,"Hardly Any"
2010,28,"White","High School",NA,NA
2010,44,"Hispanic","Less Than High School",NA,NA
2010,37,"White","Junior College",4,"Only Some"
2010,69,"White","High School",NA,NA
2010,54,"White","High School",7,NA
2010,60,"White","High School",NA,NA
2010,25,"White","High School",7,"Hardly Any"
2010,69,"White","Less Than High School",NA,NA
2010,53,"White","Less Than High School",5,"Hardly Any"
2010,42,"White","High School",NA,NA
2010,59,"White","Graduate",NA,"Only Some"
2010,84,"White","Less Than High School",7,"Hardly Any"
2010,60,"White","Bachelor",NA,NA
2010,26,"White","High School",4,"Only Some"
2010,22,"White","High School",NA,NA
2010,55,"White","High School",4,"Hardly Any"
2010,32,"Black","Less Than High School",4,"Hardly Any"
2010,57,"White","Junior College",NA,NA
2010,43,"White","Bachelor",4,"Hardly Any"
2010,40,"White","Bachelor",NA,NA
2010,38,"White","Bachelor",4,"A Great Deal"
2010,65,"White","High School",7,"Hardly Any"
2010,54,"White","Less Than High School",NA,NA
2010,67,"White","Less Than High School",7,"Hardly Any"
2010,62,"White","High School",NA,NA
2010,58,"White","High School",7,"Hardly Any"
2010,24,"White","High School",7,"A Great Deal"
2010,33,"White","High School",7,"Hardly Any"
2010,51,"White","Bachelor",7,"Only Some"
2010,72,"White","High School",4,"Hardly Any"
2010,84,"White","High School",NA,NA
2010,37,"White","High School",4,"Only Some"
2010,66,"White","High School",NA,NA
2010,77,"Black","Less Than High School",NA,NA
2010,NA,"White","Less Than High School",NA,"Hardly Any"
2010,55,"White","High School",6,"Hardly Any"
2010,76,"White","Bachelor",NA,NA
2010,38,"Hispanic","Bachelor",3,"Only Some"
2010,39,"White","Less Than High School",3,"Only Some"
2010,22,"White","High School",5,"Only Some"
2010,25,"Hispanic","High School",NA,NA
2010,21,"Hispanic","High School",5,"Only Some"
2010,23,"Hispanic","High School",NA,NA
2010,55,"Hispanic","High School",7,"Hardly Any"
2010,42,"White","High School",4,"Only Some"
2010,24,"White","High School",NA,NA
2010,45,"White","High School",NA,NA
2010,72,"White","High School",4,"Only Some"
2010,83,"White","Less Than High School",4,"Only Some"
2010,88,"White","Less Than High School",NA,NA
2010,76,"White","Bachelor",4,"Hardly Any"
2010,50,"Black","Junior College",NA,NA
2010,49,"White","Less Than High School",1,"Only Some"
2010,43,"White","Graduate",6,"Hardly Any"
2010,32,"White","Bachelor",7,"Hardly Any"
2010,27,"Hispanic","Bachelor",7,"Hardly Any"
2010,35,"White","Bachelor",4,"Only Some"
2010,41,"White","Bachelor",7,"Hardly Any"
2010,42,"White","Junior College",2,"A Great Deal"
2010,43,"White","High School",7,"Only Some"
2010,38,"Black","High School",NA,NA
2010,34,"White","Graduate",1,"Only Some"
2010,29,"Other","Graduate",NA,NA
2010,29,"White","Graduate",3,"Hardly Any"
2010,22,"White","Bachelor",5,"Only Some"
2010,23,"Black","High School",4,"Only Some"
2010,54,"Black","Graduate",NA,NA
2010,82,"Black","Less Than High School",NA,NA
2010,54,"Black","High School",NA,NA
2010,29,"Black","High School",3,"Hardly Any"
2010,56,"Hispanic","High School",2,"Hardly Any"
2010,34,"Other","High School",5,"A Great Deal"
2010,48,"Hispanic","Bachelor",NA,NA
2010,38,"Hispanic","Less Than High School",4,"Only Some"
2010,64,"Hispanic","Less Than High School",2,"Hardly Any"
2010,49,"White","Less Than High School",NA,NA
2010,31,"Black","High School",3,"Hardly Any"
2010,29,"White","Bachelor",6,"Hardly Any"
2010,45,"White","Graduate",NA,NA
2010,33,"White","Bachelor",NA,NA
2010,44,"White","Junior College",5,"Only Some"
2010,61,"White","Bachelor",NA,NA
2010,48,"White","Graduate",1,"Hardly Any"
2010,50,"White","Junior College",NA,NA
2010,58,"White","Graduate",7,"Only Some"
2010,43,"White","High School",3,"Hardly Any"
2010,30,"White","High School",5,"Hardly Any"
2010,47,"White","High School",4,"Only Some"
2010,60,"Black","High School",7,"A Great Deal"
2010,56,"Black","Graduate",2,"A Great Deal"
2010,50,"Other","Graduate",6,"Hardly Any"
2010,83,"White","Bachelor",NA,NA
2010,50,"White","Graduate",7,"Hardly Any"
2010,43,"White","Graduate",NA,NA
2010,31,"Hispanic","High School",NA,NA
2010,77,"White","Bachelor",6,"Only Some"
2010,32,"White","High School",6,"Hardly Any"
2010,21,"White","High School",4,"Only Some"
2010,37,"White","Bachelor",5,"Only Some"
2010,52,"Hispanic","High School",NA,NA
2010,54,"White","Bachelor",6,"Hardly Any"
2010,25,"White","Junior College",4,"A Great Deal"
2010,28,"White","Junior College",5,"Only Some"
2010,65,"White","Less Than High School",NA,NA
2010,52,"White","High School",NA,NA
2010,60,"White","Graduate",3,"Hardly Any"
2010,83,"White","Less Than High School",1,"Only Some"
2010,36,"Other","Bachelor",NA,NA
2010,56,"White","Less Than High School",2,"Hardly Any"
2010,45,"White","High School",1,"Hardly Any"
2010,35,"White","Junior College",NA,NA
2010,49,"White","High School",5,"Hardly Any"
2010,23,"White","High School",7,"Only Some"
2010,74,"White","High School",2,"Hardly Any"
2010,35,"White","High School",NA,NA
2010,42,"White","High School",NA,NA
2010,45,"White","Junior College",7,"Hardly Any"
2010,38,"Hispanic","Bachelor",NA,NA
2010,54,"White","High School",7,"Hardly Any"
2010,27,"White","Bachelor",3,"Hardly Any"
2010,28,"White","Bachelor",3,"Hardly Any"
2010,63,"White","High School",2,"Only Some"
2010,27,"White","Junior College",NA,NA
2010,70,"White","Graduate",4,"Hardly Any"
2010,24,"White","High School",3,"Only Some"
2010,74,"White","Bachelor",6,"Hardly Any"
2010,55,"White","Bachelor",3,"Hardly Any"
2010,32,"Black","Junior College",3,"Only Some"
2010,20,"Hispanic","High School",2,"Hardly Any"
2010,27,"Black","High School",1,"Only Some"
2010,45,"Black","High School",NA,NA
2010,36,"White","Junior College",3,"Only Some"
2010,49,"Black","Bachelor",NA,NA
2010,51,"White","High School",3,"Only Some"
2010,60,"Other","Bachelor",NA,NA
2010,58,"White","High School",2,"Hardly Any"
2010,32,"Hispanic","Less Than High School",NA,NA
2010,41,"White","High School",5,"Hardly Any"
2010,73,"White","High School",NA,NA
2010,68,"White","High School",3,"Only Some"
2010,63,"Black","High School",3,"Only Some"
2010,56,"Black","Junior College",1,"Hardly Any"
2010,35,"White","High School",2,"Only Some"
2010,53,"Black","High School",NA,NA
2010,72,"White","Less Than High School",3,"Hardly Any"
2010,70,"White","High School",5,"Only Some"
2010,32,"White","Bachelor",6,"A Great Deal"
2010,56,"White","Graduate",2,"Only Some"
2010,62,"White","Graduate",NA,NA
2010,49,"White","Bachelor",6,"Only Some"
2010,76,"Hispanic","Less Than High School",NA,NA
2010,25,"Other","High School",4,NA
2010,51,"Black","Junior College",6,"Only Some"
2010,70,"White","High School",NA,NA
2010,55,"White","Graduate",4,"Only Some"
2010,42,"White","Bachelor",NA,NA
2010,61,NA,"Bachelor",7,"Hardly Any"
2010,49,"White","Bachelor",NA,"Only Some"
2010,24,"White","Bachelor",5,"A Great Deal"
2010,40,"White","Bachelor",3,"Hardly Any"
2010,22,"White","Bachelor",2,"A Great Deal"
2010,88,"White","Less Than High School",7,"Hardly Any"
2010,27,"Black","High School",NA,NA
2010,35,"Hispanic","High School",1,"A Great Deal"
2010,27,"White","High School",NA,NA
2010,60,NA,"Bachelor",NA,NA
2010,59,"White","Graduate",6,"Hardly Any"
2010,73,"White","Graduate",NA,NA
2010,46,"White","High School",4,"Hardly Any"
2010,43,"White","High School",NA,NA
2010,50,"White","Graduate",4,"Only Some"
2010,59,"White","Graduate",5,"Only Some"
2010,76,"White","Graduate",3,"Only Some"
2010,52,"White","High School",NA,NA
2010,30,"White","Bachelor",NA,NA
2010,23,"White","High School",7,"Hardly Any"
2010,76,"White","High School",7,"Only Some"
2010,56,"White","High School",2,"Hardly Any"
2010,23,"Black","High School",NA,NA
2010,21,"White","High School",5,"Only Some"
2010,56,"White","Graduate",3,"Only Some"
2010,30,"Other","Graduate",3,"Only Some"
2010,25,"Other","Graduate",4,"Only Some"
2010,29,"White","Less Than High School",NA,NA
2010,22,"White","High School",3,"Only Some"
2010,60,"White","Graduate",2,"Only Some"
2010,55,"White","High School",6,"Hardly Any"
2010,36,"Hispanic","Less Than High School",NA,NA
2010,41,"White","High School",5,"Hardly Any"
2010,58,"White","High School",NA,NA
2010,20,"Black","High School",2,"A Great Deal"
2010,67,"White","Graduate",5,"Hardly Any"
2010,60,"White","Bachelor",NA,NA
2010,58,"White","High School",4,"Only Some"
2010,60,"White","Junior College",1,"Only Some"
2010,35,"White","Bachelor",NA,NA
2010,60,"White","Junior College",6,"Hardly Any"
2010,31,"White","High School",3,"Only Some"
2010,67,"White","Bachelor",5,"A Great Deal"
2010,60,"White","High School",4,"Only Some"
2010,58,"White","High School",NA,NA
2010,77,"White","High School",7,"Only Some"
2010,41,"White","Graduate",6,"Only Some"
2010,49,"White","Graduate",NA,NA
2010,68,"White","High School",2,"Hardly Any"
2010,56,"White","Junior College",3,"Hardly Any"
2010,41,"White","Graduate",NA,NA
2010,55,"White","Bachelor",3,"Only Some"
2010,81,"White","Bachelor",7,"Hardly Any"
2010,44,"White","Less Than High School",6,NA
2010,61,"White","Bachelor",NA,NA
2010,36,"White","Less Than High School",4,"Only Some"
2010,67,"White","Graduate",3,"Only Some"
2010,42,"White","High School",NA,NA
2010,21,"Black","High School",5,"A Great Deal"
2010,56,"White","Less Than High School",3,"Hardly Any"
2010,46,"Black","Less Than High School",NA,NA
2010,86,"White","High School",4,"Only Some"
2010,84,"White","High School",4,"Only Some"
2010,47,"White","Graduate",5,"Only Some"
2010,89,"White","High School",2,"Hardly Any"
2010,57,"White","High School",NA,NA
2010,34,"Hispanic","High School",6,"Only Some"
2010,70,"White","High School",3,"Hardly Any"
2010,89,"White","High School",5,"Only Some"
2010,30,"White","Junior College",NA,NA
2010,53,"White","High School",3,"Only Some"
2010,44,"White","High School",6,"Only Some"
2010,59,"White","High School",NA,NA
2010,71,"White","High School",1,"Hardly Any"
2010,30,"White","High School",NA,NA
2010,49,"White","High School",7,"Hardly Any"
2010,83,"White","High School",NA,NA
2010,63,"White","High School",4,"Hardly Any"
2010,77,"White","High School",1,"Only Some"
2010,27,"Hispanic","Less Than High School",1,"Hardly Any"
2010,44,"White","Junior College",7,"Hardly Any"
2010,52,"White","High School",7,"A Great Deal"
2010,25,"White","High School",5,NA
2010,70,"White","High School",NA,NA
2010,74,"White","Junior College",7,"Hardly Any"
2010,36,"White","High School",3,"Hardly Any"
2010,61,"White","High School",4,"Hardly Any"
2010,52,"White","High School",4,"Only Some"
2010,82,"Hispanic","Less Than High School",5,"Hardly Any"
2010,61,"White","High School",NA,NA
2010,88,"White","High School",5,"Hardly Any"
2010,38,"Hispanic","Less Than High School",7,"Only Some"
2010,23,"Hispanic","High School",1,"Only Some"
2010,40,"White","Less Than High School",1,"A Great Deal"
2010,21,"White","High School",NA,NA
2010,26,"White","Less Than High School",1,NA
2010,75,"White","Less Than High School",7,"Hardly Any"
2010,46,"White","High School",7,"Hardly Any"
2010,22,"White","High School",NA,NA
2010,49,"White","High School",NA,NA
2010,70,"White","High School",7,"Hardly Any"
2010,60,"White","Bachelor",1,"Only Some"
2010,59,"White","Bachelor",7,"A Great Deal"
2010,42,"Other","High School",5,"Only Some"
2010,37,"White","High School",NA,NA
2010,29,"Black","Less Than High School",4,"A Great Deal"
2010,64,"White","Graduate",NA,NA
2010,83,"White","Less Than High School",5,"Hardly Any"
2010,72,"White","Graduate",2,"Only Some"
2010,33,"White","Graduate",NA,NA
2010,52,"White","Graduate",6,"Only Some"
2010,56,"White","High School",7,"Hardly Any"
2010,28,"White","High School",1,"Hardly Any"
2010,48,"Hispanic","High School",2,"Only Some"
2010,20,"White","High School",2,"A Great Deal"
2010,43,"White","High School",NA,NA
2010,52,"White","High School",5,"Hardly Any"
2010,30,"White","High School",4,"Only Some"
2010,49,"White","High School",5,"Only Some"
2010,60,"White","Less Than High School",7,"Hardly Any"
2010,32,"White","High School",NA,NA
2010,31,"White","High School",4,"Hardly Any"
2010,33,"White","High School",3,"Only Some"
2010,32,"White","Bachelor",NA,NA
2010,46,"White","High School",NA,NA
2010,62,"White","High School",NA,NA
2010,69,"White","Bachelor",1,"Hardly Any"
2010,69,"White","High School",7,"Hardly Any"
2010,27,"White","High School",NA,NA
2010,62,"White","High School",NA,NA
2010,62,"White","Bachelor",6,"Hardly Any"
2010,32,"White","High School",NA,NA
2010,28,"White","Bachelor",3,"Only Some"
2010,29,"White","Graduate",2,"Only Some"
2010,61,"White","Graduate",NA,NA
2010,44,"White","High School",3,"Hardly Any"
2010,33,"White","High School",6,"Only Some"
2010,19,"White","High School",3,"Only Some"
2010,20,"White","High School",NA,NA
2010,37,"White","Less Than High School",3,"Hardly Any"
2010,50,"White","High School",1,"Hardly Any"
2010,80,"White","High School",NA,NA
2010,57,"White","Graduate",1,"Hardly Any"
2010,27,"White","High School",NA,NA
2010,19,"White","High School",3,"Only Some"
2010,33,"White","High School",NA,NA
2010,59,"White","High School",3,"Hardly Any"
2010,31,"White","High School",NA,NA
2010,68,"White","High School",5,"Hardly Any"
2010,53,"White","High School",NA,NA
2010,28,"Black","Less Than High School",1,"Hardly Any"
2010,33,"White","High School",3,"Hardly Any"
2010,40,"White","Less Than High School",3,"Hardly Any"
2010,60,"White","High School",NA,NA
2010,59,"White","Bachelor",5,"Only Some"
2010,25,"White","Less Than High School",2,"A Great Deal"
2010,44,"White","Bachelor",NA,NA
2010,54,"White","High School",3,"Hardly Any"
2010,26,"Other","Bachelor",1,"Only Some"
2010,22,"White","High School",7,"Only Some"
2010,36,"White","High School",NA,NA
2010,22,"White","High School",6,"Hardly Any"
2010,63,"White","Graduate",NA,NA
2010,40,"White","Graduate",6,"Only Some"
2010,35,"White","Bachelor",6,"Hardly Any"
2010,67,"White","High School",4,"Only Some"
2010,56,"White","Bachelor",7,"Hardly Any"
2010,25,"White","High School",NA,NA
2010,32,"Black","Junior College",2,"A Great Deal"
2010,25,"White","High School",NA,NA
2010,80,"White","High School",7,"Hardly Any"
2010,47,"White","Junior College",1,"Hardly Any"
2010,37,"White","High School",NA,NA
2010,28,"White","High School",1,"Hardly Any"
2010,33,"White","High School",NA,NA
2010,61,NA,"Graduate",7,"Hardly Any"
2010,85,"White","High School",NA,NA
2010,53,"White","High School",7,"Hardly Any"
2010,36,"White","High School",NA,NA
2010,65,"White","Graduate",7,"Hardly Any"
2010,23,"White","High School",NA,NA
2010,19,"Black","High School",3,"Only Some"
2010,32,"White","Graduate",NA,NA
2010,81,"White","High School",5,"Only Some"
2010,26,"White","Less Than High School",3,"A Great Deal"
2010,30,"White","Graduate",NA,NA
2010,74,"White","High School",4,"Hardly Any"
2010,58,"White","High School",NA,NA
2010,63,"White","Graduate",6,"Hardly Any"
2010,53,"White","Bachelor",5,"Only Some"
2010,63,"White","Graduate",2,"Only Some"
2010,34,"White","Graduate",7,"Only Some"
2010,59,"Black","Graduate",6,"Hardly Any"
2010,64,"White","Graduate",NA,NA
2010,58,"White","High School",3,"Only Some"
2010,75,"White","Graduate",NA,NA
2010,84,"White","Junior College",1,"Hardly Any"
2010,56,"White","Junior College",3,"Hardly Any"
2010,56,"White","Less Than High School",3,"Hardly Any"
2010,30,"White","Graduate",3,"A Great Deal"
2010,21,"White","High School",NA,NA
2010,39,"Black","Less Than High School",7,"Hardly Any"
2010,43,"White","High School",5,"A Great Deal"
2010,62,"Black","Junior College",2,"Hardly Any"
2010,24,"White","High School",1,"Hardly Any"
2010,61,"White","High School",7,"Hardly Any"
2010,45,"White","High School",3,"Only Some"
2010,74,"White","High School",NA,NA
2010,27,"White","Junior College",5,"Only Some"
2010,72,"White","Bachelor",5,"Hardly Any"
2010,58,"White","Bachelor",4,"A Great Deal"
2010,45,"White","Graduate",NA,NA
2010,49,"White","Graduate",3,"Only Some"
2010,51,"White","High School",NA,NA
2010,57,"White","Graduate",7,"Hardly Any"
2010,44,"White","High School",5,"Hardly Any"
2010,31,"White","High School",NA,NA
2010,39,"White","High School",7,"Only Some"
2010,39,"White","Bachelor",7,"Hardly Any"
2010,59,"White","High School",3,"Hardly Any"
2010,33,"White","High School",NA,NA
2010,36,"White","Junior College",NA,NA
2010,59,"Black","High School",2,"Only Some"
2010,77,"White","Bachelor",NA,NA
2010,44,"White","High School",2,"Only Some"
2010,62,"Hispanic","High School",NA,NA
2010,27,"White","High School",NA,NA
2010,38,"White","Graduate",4,"Hardly Any"
2010,31,"White","Graduate",NA,NA
2010,19,"White","High School",2,"Only Some"
2010,25,"Hispanic","High School",5,"Only Some"
2010,27,"White","Less Than High School",3,"Only Some"
2010,26,"White","High School",NA,NA
2010,46,"White","High School",NA,NA
2010,63,"White","Graduate",1,"Only Some"
2010,63,"Black","High School",NA,NA
2010,49,"Black","Junior College",5,"Hardly Any"
2010,51,"Black","High School",1,"Only Some"
2010,89,"White","High School",NA,NA
2010,28,"White","High School",5,"Only Some"
2010,69,"Black","Less Than High School",NA,NA
2010,83,"White","Bachelor",5,"Hardly Any"
2010,41,"Black","Graduate",4,"Only Some"
2010,69,"White","Graduate",NA,NA
2010,22,"White","High School",4,"Only Some"
2010,58,"White","Graduate",5,"Hardly Any"
2010,74,"White","Bachelor",NA,NA
2010,57,"White","High School",4,"Only Some"
2010,24,"White","High School",NA,NA
2010,70,"White","Graduate",NA,NA
2010,52,"White","Bachelor",NA,NA
2010,60,"White","High School",7,"Hardly Any"
2010,40,"White","Junior College",5,"Only Some"
2010,64,"Black","Graduate",NA,NA
2010,49,"White","High School",1,"Hardly Any"
2010,66,"White","High School",NA,NA
2010,23,"White","Bachelor",5,"A Great Deal"
2010,65,"White","High School",7,"Hardly Any"
2010,52,"Black","High School",5,"Hardly Any"
