"cz_id","cz_name","state","population_2000","mobility","urban","frac_black","racial_seg","income_seg","poverty_seg","affluence_seg","commute15min","hh_income","gini","top1pc_share","local_tax_rate","local_govt_expenditures","school_expenditures_per_student","test_score_percentile_adj","hs_dropout_rate_adj","number_of_colleges","college_grad_rate_adj","labor_force_participation_rate","manufacturing_employment_share","migration_inflow","migration_outflow","frac_foreign_born","social_capital_index","frac_religion","violent_crime_rate","frac_children_single_mothers","frac_adults_divorced","frac_adults_married","income_growth_06_10","drop_this_column","cz_state"
34101,"Sand Point","AK",2697,NA,0,0.016,0,0,0,0,0.945,16696,0.332,NA,0.072,5546,NA,NA,NA,NA,NA,0.793,0.449,0.016,0.013,0.183,NA,0.11,0.004,0.282,0.08,0.633,-0.115,NA,"Sand Point, AK"
34106,"Nome","AK",9196,30.7,0,0.004,0.143,0.066,0.036,0.081,0.928,29589,0.392,6.635,0.015,3670,NA,-30.813,0.017,NA,NA,0.605,0.009,0.014,0.02,0.015,NA,0.486,0.004,0.209,0.074,0.398,-0.003,NA,"Nome, AK"
34112,"Bethel","AK",23034,32.9,0,0.003,0.132,0.052,0.02,0.095,0.909,23593,0.429,6.028,0.01,1789,NA,-32.785,0.072,NA,NA,0.616,0.007,0.009,0.02,0.01,NA,0.568,0.003,0.195,0.062,0.443,0.004,NA,"Bethel, AK"
34113,"Barrow","AK",7385,31.2,0,0.007,0.034,0.009,0.002,0.017,0.879,39123,0.261,5.017,NA,NA,NA,-25.019,0.098,0.135,-0.144,0.721,0.004,0.008,0.022,0.058,NA,0.231,0.001,0.25,0.092,0.427,-0.072,NA,"Barrow, AK"
34105,"Kotzebue","AK",7208,31.3,0,0.002,0.044,0.03,0.022,0.032,0.864,27613,0.302,3.179,0.075,NA,NA,-25.289,0.095,NA,NA,0.629,0.002,0.018,0.027,0.014,NA,0.391,0.028,0.248,0.066,0.425,-0.017,NA,"Kotzebue, AK"
34114,"Unalaska","AK",5465,NA,0,0.03,0.039,0.028,0.018,0.026,0.852,23637,0.285,NA,0.07,2949,NA,NA,NA,NA,NA,0.816,0.317,0.018,0.029,0.214,NA,0.166,0.008,0.134,0.128,0.512,-0.118,NA,"Unalaska, AK"
20402,"Nantucket","MA",9520,NA,0,0.082,0.035,0.01,0.009,0.003,0.818,49651,0.364,NA,0.07,4868,8.164,NA,NA,NA,NA,0.74,0.032,0.013,0.011,0.08,7.305,0.383,0.002,0.179,0.121,0.479,0.039,NA,"Nantucket, MA"
34107,"Dillingham","AK",6745,41.3,0,0.003,0.082,0.037,0.036,0.028,0.812,31291,0.377,4.54,0.011,6661,NA,-28.735,0.109,NA,NA,0.606,0.017,0.013,0.022,0.009,NA,0.304,0.003,0.195,0.091,0.49,-0.001,NA,"Dillingham, AK"
34110,"Sitka","AK",15519,41.2,0,0.003,0.04,0.007,0.009,0.005,0.805,42159,0.275,4.478,0.019,4665,8.366,5.428,0.004,0.064,NA,0.718,0.058,0.006,0.016,0.041,NA,0.386,0.004,0.188,0.119,0.574,0.001,NA,"Sitka, AK"
27011,"Pierre","SD",20809,46.7,0,0.002,0.079,0.016,0.014,0.017,0.767,38653,0.344,7.779,0.027,1943,5.099,8.612,0.007,NA,NA,0.739,0.015,0.012,0.013,0.012,5.266,0.699,0.001,0.184,0.098,0.616,0.002,NA,"Pierre, SD"
34302,"Worland","WY",13171,50.4,0,0.002,0.047,0.012,0.009,0.013,0.766,34375,0.376,15.103,0.028,2810,6.149,7.028,NA,NA,NA,0.651,0.059,0.01,0.017,0.02,1.624,0.508,0.003,0.157,0.109,0.627,0.023,NA,"Worland, WY"
32502,"Childress","TX",9592,44.5,0,0.13,0.055,0.006,0.003,0.011,0.757,23872,0.336,4.029,0.023,2093,5.916,7.926,-0.016,NA,NA,0.459,0.031,0.007,0.005,0.046,0.165,0.736,0.001,0.241,0.06,0.695,0.005,NA,"Childress, TX"
28704,"Laramie","WY",33591,49.2,0,0.01,0.036,0.059,0.039,0.074,0.755,26024,0.457,22.854,0.015,2985,6.262,9.725,0.027,0.06,0.22,0.676,0.041,0.028,0.041,0.038,0.666,0.366,0.001,0.203,0.087,0.458,0.019,NA,"Laramie, WY"
34305,"Miles City","MT",12895,51.2,0,0.001,0.023,0.032,0.031,0.031,0.755,30026,0.345,7.98,0.024,2043,5.025,10.444,-0.006,0.078,0.024,0.634,0.023,0.01,0.01,0.014,0.593,0.506,0.002,0.219,0.118,0.56,0.007,NA,"Miles City, MT"
30605,"Van Horn","TX",2975,NA,0,0.006,0.069,0.011,0.007,0.008,0.753,21738,0.441,NA,0.059,2144,6.778,NA,NA,NA,NA,0.626,0.048,0,0.008,0.152,-1.035,0.959,0.002,0.191,0.086,0.589,0.025,NA,"Van Horn, TX"
34108,"Kodiak","AK",13913,45.7,0,0.009,0.076,0.028,0.013,0.031,0.752,38933,0.371,14.251,0.017,3471,8.42,-1.741,0.007,NA,NA,0.741,0.168,0.016,0.036,0.167,NA,0.256,0.004,0.137,0.102,0.604,-0.018,NA,"Kodiak, AK"
35903,"Moab","UT",8485,46.1,0,0.002,0.019,0.001,0.001,0.002,0.752,31770,0.328,4.036,0.029,2659,6.369,1.621,-0.034,NA,NA,0.69,0.027,0.013,0.015,0.028,1.517,0.487,0.001,0.246,0.156,0.506,-0.018,NA,"Moab, UT"
34104,"Bristol Bay","AK",1258,NA,0,0.006,0,0,0,0,0.744,39909,0.283,NA,0.054,11742,11.36,NA,NA,NA,NA,0.715,0.015,NA,NA,0.006,NA,0.215,0,0.112,0.129,0.541,0.024,NA,"Bristol Bay, AK"
34306,"Jordan","MT",1279,NA,0,0.001,0,0,0,0,0.739,27449,0.288,NA,0.035,2161,6.802,NA,NA,NA,NA,0.67,0.014,NA,NA,0.011,0.205,0.408,0.001,0.111,0.055,0.673,0.031,NA,"Jordan, MT"
26409,"Glendive","MT",12051,57,0,0.002,0.012,0.004,0.005,0.004,0.735,29215,0.26,4.291,0.028,2130,5.793,11.656,-0.026,0.083,0.08,0.623,0.009,0.003,0.009,0.01,1.751,0.542,0.001,0.143,0.085,0.606,0.027,NA,"Glendive, MT"
28602,"Norton","KS",5953,51.3,0,0.04,0,0,0,0,0.735,27980,0.285,5.438,0.027,2660,6.952,17.097,-0.024,NA,NA,0.548,0.039,0.005,0.004,0.006,2.706,0.593,0.001,0.17,0.081,0.68,-0.005,NA,"Norton, KS"
34401,"Dillon","MT",9202,51.2,0,0.001,0.008,0.011,0.003,0.013,0.73,27667,0.404,13.733,0.027,2072,5.431,11.176,-0.003,0.109,-0.12,0.637,0.044,0.013,0.018,0.016,0.908,0.485,0,0.123,0.083,0.57,0.011,NA,"Dillon, MT"
36502,"Burns","OR",7609,44,0,0.001,0.01,0.001,0,0.002,0.73,30896,0.283,2.673,0.038,3536,7.314,3.847,-0.019,NA,NA,0.64,0.149,0.003,0.01,0.021,0.719,0.311,0.001,0.139,0.127,0.608,0.008,NA,"Burns, OR"
27012,"Gettysburg","SD",2693,NA,0,0,0,0,0,0,0.729,37190,0.3,NA,0.03,1832,6.693,NA,NA,NA,NA,0.614,0.047,0,0.006,0.004,4.555,1.158,0,0.084,0.074,0.655,0.006,NA,"Gettysburg, SD"
34602,"Rawlins","WY",15639,49.4,0,0.007,0.066,0.003,0.002,0.003,0.722,31828,0.269,4.303,0.046,3351,7.182,-5.208,0.016,NA,NA,0.626,0.066,0.018,0.025,0.029,-0.646,0.429,0.003,0.192,0.123,0.613,0.019,NA,"Rawlins, WY"
28604,"Colby","KS",17107,56.4,0,0.004,0.015,0.005,0.002,0.008,0.72,36561,0.286,5.535,0.042,3042,7.703,9.678,-0.025,0.058,0.147,0.662,0.028,0.003,0.005,0.005,2.534,0.614,0.001,0.117,0.065,0.643,-0.002,NA,"Colby, KS"
34604,"Lusk","WY",2407,NA,0,0.001,0,0,0,0,0.72,30783,0.418,NA,0.036,5706,7.655,NA,NA,NA,NA,0.617,0.022,NA,NA,0.007,0.808,0.492,0.002,0.156,0.106,0.605,0.008,NA,"Lusk, WY"
28605,"Goodland","KS",8509,50.7,0,0.004,0.006,0.002,0.001,0,0.716,32861,0.353,11.603,0.038,2866,6.592,-2.205,-0.035,NA,0.528,0.659,0.035,0.007,0.004,0.019,2.447,0.481,0.002,0.13,0.061,0.605,0.008,NA,"Goodland, KS"
27604,"Murdo","SD",1193,NA,0,0,0,0,0,0,0.715,30669,0.309,NA,0.036,1775,4.161,NA,NA,NA,NA,0.708,0.017,NA,NA,0,1.618,0.618,0.001,0.137,0.107,0.562,0.045,NA,"Murdo, SD"
34201,"Havre","MT",25840,43,0,0.001,0.472,0.042,0.043,0.04,0.714,27557,0.367,5.873,0.025,2021,6.557,-4.699,0.018,0.116,-0.033,0.641,0.014,0.01,0.014,0.018,0.976,0.546,0.003,0.223,0.092,0.569,0.008,NA,"Havre, MT"
26402,"Baker","MT",2837,NA,0,0.001,0,0,0,0,0.713,30325,0.267,NA,0.041,4110,7.306,NA,NA,NA,NA,0.665,0.007,NA,NA,0.01,1.605,0.866,0.002,0.109,0.072,0.651,0.03,NA,"Baker, MT"
29006,"Hays","KS",38196,53.2,0,0.006,0.039,0.031,0.027,0.038,0.711,33330,0.327,8.124,0.029,1881,6.468,17.463,-0.012,0.026,0.107,0.67,0.065,0.012,0.017,0.019,1.49,0.536,0.001,0.17,0.081,0.55,0.002,NA,"Hays, KS"
26405,"Scobey","MT",2017,NA,0,0,0.007,0.012,0.01,0.012,0.71,32705,0.262,NA,0.033,3841,8.514,NA,NA,NA,NA,0.567,0.005,NA,NA,0.048,2.841,1.308,0.001,0.15,0.085,0.601,0.021,NA,"Scobey, MT"
26604,"Mobridge","SD",7756,51.7,0,0,0.141,0.003,0.004,0.003,0.708,31322,0.272,4.955,0.027,1702,5.09,19.04,-0.01,NA,NA,0.593,0.029,0.005,0.006,0.005,2.379,0.834,0.001,0.189,0.083,0.579,0.027,NA,"Mobridge, SD"
29001,"Pratt","KS",18232,52.1,0,0.006,0.016,0.004,0.004,0.005,0.706,35115,0.311,6.88,0.037,2894,6.334,10.643,-0.027,0.11,-0.044,0.642,0.053,0.009,0.007,0.012,2.265,0.686,0.001,0.159,0.08,0.641,0,NA,"Pratt, KS"
31404,"Alpine","TX",18377,51.9,0,0.006,0.192,0.041,0.03,0.045,0.705,25586,0.442,8.578,0.036,2703,6.333,-0.945,-0.007,0.054,-0.088,0.599,0.034,0.012,0.022,0.189,-0.263,0.6,0.001,0.218,0.095,0.573,0.02,NA,"Alpine, TX"
26404,"Lemmon","ND",8671,61.3,0,0.002,0.042,0.001,0,0,0.704,34793,0.31,8.435,0.028,1943,6.404,17.086,-0.036,NA,NA,0.599,0.054,0,0.008,0.01,3.161,0.887,0,0.12,0.056,0.633,0.013,NA,"Lemmon, ND"
28304,"Valentine","NE",8122,52.3,0,0,0.031,0.003,0.001,0.004,0.704,31506,0.347,7.675,0.036,2561,6.509,6.61,-0.027,NA,NA,0.683,0.026,0.004,0.006,0.006,1.716,0.557,0.001,0.14,0.077,0.638,0.014,NA,"Valentine, NE"
26412,"Williston","ND",24286,61.4,0,0.001,0.092,0.014,0.015,0.012,0.702,32277,0.321,7.252,0.019,1957,5.093,9.652,-0.034,0.041,-0.005,0.643,0.033,0.01,0.011,0.013,1.353,0.828,0,0.187,0.09,0.584,0.033,NA,"Williston, ND"
30702,"Santa Rosa","NM",6920,44.8,0,0.009,0.152,0.002,0.003,0.003,0.702,22180,0.381,11.46,0.016,2393,7.364,-9.72,-0.033,NA,NA,0.487,0.015,0.003,0.011,0.037,0.118,0.918,0.004,0.215,0.084,0.559,-0.01,NA,"Santa Rosa, NM"
26406,"Wolf Point","MT",12597,43.6,0,0.001,0.3,0.014,0.014,0.009,0.7,24254,0.33,5.489,0.032,2392,7.014,-10.316,0.038,0.079,-0.234,0.626,0.016,0.005,0.007,0.008,0.364,0.793,0,0.261,0.106,0.516,0.007,NA,"Wolf Point, MT"
26408,"Glasgow","MT",12276,51.1,0,0.001,0.213,0.021,0.022,0.014,0.697,31217,0.318,4.758,0.037,6900,7.491,9.237,-0.028,NA,NA,0.618,0.014,0.005,0.01,0.011,1.564,0.597,0.001,0.165,0.074,0.613,0.024,NA,"Glasgow, MT"
27010,"Miller","SD",5412,NA,0,0.001,0.353,0.01,0.012,0.013,0.697,39611,0.267,NA,0.035,1977,5.358,NA,NA,NA,NA,0.625,0.022,0.004,0,0.009,3.375,0.722,0,0.111,0.063,0.605,-0.007,NA,"Miller, SD"
34309,"Harlowton","MT",4191,NA,0,0.001,0.005,0.003,0,0.003,0.696,26263,0.372,NA,0.042,1850,6.585,NA,NA,NA,NA,0.63,0.017,0,0.006,0.024,1.232,0.438,0,0.126,0.084,0.628,0.006,NA,"Harlowton, MT"
34307,"Colstrip","MT",12102,44,0,0.002,0.495,0.061,0.054,0.072,0.693,28921,0.325,4.599,0.057,6886,7.773,-3.745,0.01,0.083,0.092,0.647,0.015,0.015,0.019,0.01,-0.134,0.462,0.002,0.192,0.097,0.578,0.004,NA,"Colstrip, MT"
36503,"Lakeview","OR",7422,47.9,0,0.001,0.01,0.006,0.007,0.01,0.692,31635,0.37,9.273,0.025,2561,6.849,8.2,-0.039,NA,NA,0.58,0.095,0.006,0.018,0.034,0.928,0.308,0.002,0.175,0.136,0.623,0.012,NA,"Lakeview, OR"
29103,"Beloit","KS",11384,55.5,0,0.003,0.014,0.008,0.006,0.008,0.69,36359,0.309,9.313,0.027,2243,7.754,14.946,-0.023,0.088,0.417,0.638,0.102,0.005,0.004,0.005,2.018,0.772,0.001,0.121,0.075,0.612,-0.002,NA,"Beloit, KS"
34803,"Tucumcari","NM",10965,43.6,0,0.007,0.08,0.013,0.018,0.013,0.689,30332,0.442,9.005,0.014,2243,6.57,-11.254,0.039,0.091,-0.054,0.532,0.016,0.007,0.015,0.034,-0.96,0.893,0.002,0.255,0.109,0.562,-0.012,NA,"Tucumcari, NM"
34103,"Valdez","AK",10195,45.9,0,0.003,0.013,0.045,0.033,0.056,0.687,39972,0.33,3.202,0.043,13621,10.053,-0.438,-0.004,0.196,NA,0.663,0.039,0.022,0.029,0.052,NA,0.225,0.003,0.166,0.114,0.566,0.003,NA,"Valdez, AK"
37902,"Reno","NV",5071,NA,0,0.046,0.244,0.015,0.013,0.012,0.687,34004,0.267,NA,0.018,3694,6.244,NA,NA,NA,NA,0.589,0.062,0.018,0.023,0.024,-0.773,0.345,0.001,0.28,0.19,0.522,0.006,NA,"Reno, NV"
31002,"Ulysses","KS",15778,48.9,0,0.004,0.019,0.004,0.001,0.001,0.685,34785,0.305,5.824,0.073,3487,9.888,-3.071,-0.025,NA,NA,0.651,0.053,0.005,0.007,0.123,0.8,0.69,0.002,0.116,0.074,0.658,-0.002,NA,"Ulysses, KS"
34204,"Lewistown","MT",12386,50.3,0,0.001,0.012,0.003,0.003,0.002,0.685,31401,0.352,6.108,0.024,1734,5.873,16.404,-0.01,NA,NA,0.628,0.048,0.013,0.011,0.01,1.756,0.525,0.002,0.143,0.106,0.596,0.009,NA,"Lewistown, MT"
26407,"Plentywood","MT",4105,NA,0,0.001,0.014,0.004,0.005,0.002,0.681,33727,0.263,NA,0.028,2408,7.281,NA,NA,NA,NA,0.59,0.028,0,0.007,0.018,1.27,0.758,0.001,0.095,0.068,0.607,0.031,NA,"Plentywood, MT"
28607,"McCook","NE",19695,52.4,0,0.001,0.008,0.009,0.006,0.011,0.681,32797,0.339,8.313,0.03,2859,7.169,10.092,NA,NA,NA,0.642,0.079,0.002,0.009,0.012,1.369,0.63,0.001,0.143,0.084,0.633,0.003,NA,"McCook, NE"
32604,"Vernon","TX",21022,43.2,0,0.074,0.058,0.025,0.024,0.033,0.678,32588,0.615,32.43,0.032,2126,5.626,-1.516,-0.022,0.048,-0.192,0.591,0.123,0.01,0.014,0.037,-0.308,0.869,0.002,0.203,0.084,0.607,-0.011,NA,"Vernon, TX"
28303,"Oshkosh","NE",2292,NA,0,0.001,0,0,0,0,0.677,31316,0.278,NA,0.041,2821,8.744,NA,NA,NA,NA,0.593,0.026,NA,NA,0.011,3.942,0.7,0.001,0.147,0.095,0.628,0.006,NA,"Oshkosh, NE"
26605,"Aberdeen","SD",52825,54.7,0,0.002,0.049,0.025,0.027,0.023,0.676,33760,0.366,10.84,0.03,1759,5.042,7.676,-0.014,0.038,-0.014,0.656,0.094,0.008,0.01,0.008,2.063,0.862,0.001,0.154,0.075,0.591,0.005,NA,"Aberdeen, SD"
32603,"Seymour","TX",4093,NA,0,0.033,0.01,0.018,0.034,0.004,0.674,35578,0.4,NA,0.021,2829,5.971,NA,NA,NA,NA,0.498,0.029,0,0.009,0.02,0.837,1.017,0.001,0.192,0.084,0.622,0.012,NA,"Seymour, TX"
27004,"Winner","SD",11222,52.3,0,0,0.034,0.005,0,0.006,0.673,29623,0.346,7.011,0.027,1773,4.964,16.809,-0.019,NA,NA,0.627,0.014,0.001,0.006,0.005,1.978,0.705,0.001,0.122,0.071,0.6,0.026,NA,"Winner, SD"
29008,"Center","KS",5609,52.8,0,0,0.01,0.002,0.002,0.001,0.671,38615,0.286,4.858,0.046,3294,8.285,10.459,-0.019,NA,NA,0.624,0.033,0,0.003,0.007,2.434,0.888,0.001,0.105,0.082,0.63,0.015,NA,"Center, KS"
27003,"Ainsworth","NE",6264,56.5,0,0,0.039,0.005,0.004,0.007,0.67,30825,0.291,5.895,0.032,2817,6.274,0.131,NA,NA,NA,0.635,0.038,NA,NA,0.008,1.548,0.545,0,0.137,0.076,0.639,0.003,NA,"Ainsworth, NE"
27007,"Huron","SD",19318,52.1,0,0.006,0.041,0.008,0.008,0.006,0.67,35617,0.329,8.42,0.026,1636,5.12,7.178,-0.01,0.052,NA,0.649,0.124,0.009,0.02,0.01,3.55,0.751,0,0.165,0.091,0.594,-0.001,NA,"Huron, SD"
27603,"Southwest Jackson UT","SD",5126,46.1,0,0,0.441,0.039,0.041,0.024,0.669,26268,0.296,7.437,0.029,1560,5.023,11.09,-0.042,NA,NA,0.619,0.046,0,0.009,0.008,1.482,0.609,0.001,0.19,0.066,0.562,0.017,NA,"Southwest Jackson UT, SD"
26803,"Jamestown","ND",38384,56.5,0,0.003,0.04,0.023,0.024,0.021,0.667,32842,0.329,8.37,0.02,1406,5.257,10.253,-0.034,0.052,0.092,0.631,0.104,0.01,0.013,0.01,2.26,0.755,0,0.156,0.081,0.571,0.013,NA,"Jamestown, ND"
28501,"Springfield","CO",4517,NA,0,0,0.001,0.001,0.002,0.001,0.667,31260,0.305,NA,0.041,3379,7.474,NA,NA,NA,NA,0.577,0.024,NA,NA,0.024,0.665,0.403,0.001,0.146,0.09,0.629,0.016,NA,"Springfield, CO"
26305,"Rugby","ND",11487,60,0,0.001,0.019,0.014,0.005,0.02,0.665,33947,0.369,10.406,0.022,1410,5.253,12.369,-0.029,NA,NA,0.56,0.032,0.002,0.008,0.01,2.379,0.838,0,0.139,0.061,0.63,0.01,NA,"Rugby, ND"
26401,"Ekalaka","SD",2713,NA,0,0.002,0.015,0.003,0.004,0,0.665,25283,0.225,NA,0.055,2352,5.864,NA,NA,NA,NA,0.692,0.007,NA,NA,0.008,1.967,0.508,0,0.111,0.074,0.653,0.035,NA,"Ekalaka, SD"
31403,"Fort Stockton","TX",20908,52.1,0,0.034,0.081,0.019,0.021,0.021,0.664,22363,0.439,9.256,0.082,2754,11.336,-3.859,0.01,NA,NA,0.534,0.032,0.01,0.019,0.13,-1.094,0.53,0.001,0.172,0.067,0.665,0.019,NA,"Fort Stockton, TX"
34202,"Shelby","MT",24938,40.4,0,0.001,0.515,0.022,0.018,0.024,0.664,25615,0.385,6.095,0.028,2671,6.803,-7.629,0.014,0.04,-0.115,0.606,0.016,0.007,0.013,0.023,0.596,0.713,0.001,0.193,0.088,0.57,0.002,NA,"Shelby, MT"
28606,"Wano","KS",5457,NA,0,0,0.006,0.002,0.005,0,0.661,36524,0.245,NA,0.035,2514,7.904,NA,NA,NA,NA,0.618,0.023,NA,NA,0.023,2.323,0.682,0,0.114,0.065,0.661,-0.004,NA,"Wano, KS"
26410,"Dickinson","ND",27124,64,0,0.002,0.219,0.016,0.009,0.019,0.659,29909,0.312,8.093,0.019,1600,5.08,10.289,-0.027,0.037,-0.06,0.662,0.082,0.01,0.014,0.008,1.261,0.836,0,0.154,0.072,0.598,0.019,NA,"Dickinson, ND"
27002,"Ord","NE",9975,57.8,0,0.002,0.025,0.002,0.003,0.003,0.658,31042,0.362,6.536,0.032,2684,6.896,9.69,-0.034,NA,NA,0.63,0.037,0,0.006,0.008,0.837,0.822,0,0.109,0.065,0.636,0.006,NA,"Ord, NE"
31003,"Scott City","KS",9185,53.9,0,0.001,0.035,0.004,0,0.007,0.658,39001,0.32,5.73,0.042,2291,6.577,15.348,-0.034,NA,NA,0.678,0.036,0.006,0.003,0.051,1.959,0.836,0.001,0.128,0.075,0.659,0.014,NA,"Scott City, KS"
26302,"Carrington","ND",6516,59.4,0,0.001,0.044,0.006,0.011,0.004,0.656,36561,0.321,7.593,0.023,1576,4.748,6.691,-0.041,NA,NA,0.615,0.112,0.004,0.01,0.01,2.557,0.881,0,0.133,0.056,0.63,0.013,NA,"Carrington, ND"
28504,"Burlington","CO",11864,55.8,0,0.013,0.068,0.004,0.002,0.005,0.655,32575,0.354,7.888,0.043,3420,6.836,8.654,NA,NA,NA,0.613,0.03,0.005,0.013,0.048,2.048,0.634,0.001,0.121,0.082,0.633,-0.005,NA,"Burlington, CO"
27001,"O'Neill","NE",14875,57.4,0,0,0.022,0.005,0.003,0.007,0.653,31084,0.296,6.285,0.024,1668,8.565,10.016,-0.033,NA,NA,0.654,0.033,0.004,0.005,0.007,1.311,0.688,0,0.097,0.06,0.649,0.013,NA,"O'Neill, NE"
28603,"Phillipsburg","KS",10537,53.4,0,0.002,0.019,0.007,0.001,0.002,0.652,34879,0.331,10.852,0.032,2116,8.507,15.222,-0.03,NA,NA,0.602,0.098,0,0.004,0.005,2.311,0.765,0.001,0.114,0.06,0.668,0.005,NA,"Phillipsburg, KS"
26601,"Milbank","MN",17801,56.1,0,0.001,0.07,0.005,0.003,0.003,0.65,34361,0.31,6.661,0.025,5010,6.052,11.685,-0.033,NA,NA,0.596,0.078,0.004,0.006,0.01,2.339,1.004,0.001,0.119,0.057,0.635,0.015,NA,"Milbank, MN"
26403,"Bowman","ND",4009,NA,0,0,0.015,0.006,0.007,0.002,0.648,34194,0.297,NA,0.02,1820,5.772,NA,NA,NA,NA,0.665,0.03,0,0.004,0.004,2.46,0.893,0,0.082,0.065,0.648,0.022,NA,"Bowman, ND"
29002,"Coldwater","KS",1967,NA,0,0.001,0,0,0,0,0.648,37696,0.211,NA,0.05,3294,10.5,NA,NA,NA,NA,0.613,0.059,NA,NA,0.01,0.777,0.743,0.001,0.144,0.08,0.647,-0.003,NA,"Coldwater, KS"
26203,"Linton","ND",10029,63.5,0,0,0.009,0.002,0.001,0.002,0.646,34910,0.261,4.489,0.022,1456,5.665,13.552,-0.043,NA,NA,0.541,0.027,0,0.012,0.006,2.661,1.024,0,0.086,0.04,0.655,0.017,NA,"Linton, ND"
28601,"Oberlin","KS",6438,54.8,0,0.004,0.004,0.004,0.001,0.007,0.645,36684,0.274,4.693,0.034,2135,7.4,15.591,-0.035,NA,NA,0.579,0.024,NA,NA,0.008,3.01,0.694,0,0.113,0.077,0.626,0.003,NA,"Oberlin, KS"
39201,"La Grande","OR",41271,45.4,0,0.004,0.016,0.022,0.02,0.021,0.645,31277,0.361,7.199,0.025,2002,6.108,4.022,-0.015,0.024,-0.049,0.59,0.118,0.015,0.019,0.023,0.533,0.335,0.001,0.201,0.113,0.594,0.008,NA,"La Grande, OR"
28701,"Salida","CO",16242,48.1,0,0.016,0.032,0.023,0.012,0.029,0.644,33185,0.326,4.764,0.024,1897,5.695,6.261,NA,NA,NA,0.529,0.038,0.026,0.022,0.02,0.35,0.531,0.002,0.175,0.1,0.64,0.006,NA,"Salida, CO"
35202,"Gunnison","CO",14746,49.6,0,0.004,0.017,0.045,0.053,0.034,0.644,32805,0.486,12.096,0.054,3423,7.487,5.732,NA,0.068,-0.061,0.73,0.02,0.013,0.019,0.029,1.798,0.381,0.001,0.166,0.08,0.462,0.008,NA,"Gunnison, CO"
39202,"Enterprise","OR",7226,47.7,0,0,0.004,0.002,0.001,0.002,0.644,34762,0.558,30.487,0.016,3575,6.28,13.774,-0.038,NA,NA,0.607,0.109,0.01,0.014,0.008,0.203,0.374,0,0.177,0.103,0.637,0,NA,"Enterprise, OR"
27701,"Scottsbluff","NE",65903,49.7,0,0.003,0.115,0.019,0.013,0.02,0.642,33192,0.346,6.759,0.024,2251,5.664,-1.08,0.006,0.03,-0.063,0.65,0.065,0.009,0.01,0.035,1.136,0.532,0.001,0.203,0.097,0.591,-0.005,NA,"Scottsbluff, NE"
28609,"Lexington","NE",48464,51.4,0,0.002,0.308,0.008,0.006,0.008,0.642,33765,0.304,6.246,0.03,3189,7.039,7.094,-0.011,0.021,0.116,0.65,0.203,0.01,0.016,0.083,1.83,0.797,0.001,0.139,0.073,0.634,-0.003,NA,"Lexington, NE"
31004,"Liberal","KS",32998,49,0,0.025,0.16,0.02,0.006,0.033,0.642,30590,0.34,7.505,0.036,2769,5.555,-8.461,0.023,0.03,-0.005,0.633,0.173,0.012,0.019,0.209,1.114,0.525,0.002,0.147,0.079,0.626,-0.004,NA,"Liberal, KS"
27006,"Mitchell","SD",27613,52.3,0,0.002,0.032,0.007,0.007,0.009,0.641,33753,0.396,13.422,0.03,1673,5.252,15.04,-0.03,0.072,0.337,0.667,0.133,0.013,0.015,0.01,2.059,0.787,0.001,0.151,0.077,0.587,0.003,NA,"Mitchell, SD"
26501,"Brookings","SD",40630,53.8,0,0.003,0.126,0.012,0.017,0.007,0.64,30234,0.317,9.071,0.029,2273,4.768,12.972,-0.022,0.025,0.127,0.72,0.196,0.017,0.017,0.019,1.262,0.663,0,0.151,0.063,0.525,-0.008,NA,"Brookings, SD"
28301,"Sterling","CO",39751,51.8,0,0.011,0.066,0.015,0.019,0.014,0.64,31170,0.399,10.371,0.034,2621,6.612,5.504,NA,0.025,-0.01,0.623,0.053,0.01,0.015,0.048,1.084,0.506,0.001,0.149,0.082,0.629,-0.002,NA,"Sterling, CO"
30905,"Wellington","TX",8490,51.1,0,0.036,0.04,0.013,0.018,0.006,0.64,32499,0.392,6.738,0.042,2584,9.345,8.86,-0.033,NA,NA,0.573,0.018,0.003,0.008,0.049,0.756,0.809,0.001,0.166,0.071,0.655,0.025,NA,"Wellington, TX"
37903,"Mammoth Lakes","CA",30798,45,0,0.002,0.06,0.043,0.038,0.045,0.64,38537,0.381,7.066,0.048,4288,7.223,-14.086,NA,NA,NA,0.666,0.036,0.025,0.022,0.096,0.228,0.426,0.003,0.205,0.117,0.552,-0.007,NA,"Mammoth Lakes, CA"
26411,"Sidney","ND",22035,55.6,0,0.001,0.481,0.009,0.005,0.007,0.637,30292,0.296,5.407,0.023,2385,6.291,5.512,-0.019,0.045,-0.185,0.62,0.042,0.01,0.017,0.014,1.421,0.658,0.001,0.181,0.081,0.593,0.031,NA,"Sidney, ND"
29102,"Superior","NE",11112,59.5,0,0,0.008,0.004,0.005,0.006,0.634,35206,0.419,20.119,0.033,2611,7.74,10.549,NA,NA,NA,0.615,0.102,0,0.011,0.007,2.516,0.864,0,0.126,0.064,0.64,0,NA,"Superior, NE"
32401,"Big Spring","TX",54073,47.9,0,0.05,0.103,0.042,0.045,0.038,0.633,26412,0.447,10.352,0.039,2934,6.082,0.588,-0.015,0.037,-0.168,0.492,0.07,0.012,0.017,0.063,-0.701,0.706,0.001,0.197,0.085,0.626,-0.009,NA,"Big Spring, TX"
