"cz_id","cz_name","state","population_2000","mobility","urban","frac_black","racial_seg","income_seg","poverty_seg","affluence_seg","commute15min","hh_income","gini","top1pc_share","local_tax_rate","local_govt_expenditures","school_expenditures_per_student","test_score_percentile_adj","hs_dropout_rate_adj","number_of_colleges","college_grad_rate_adj","labor_force_participation_rate","manufacturing_employment_share","migration_inflow","migration_outflow","frac_foreign_born","social_capital_index","frac_religion","violent_crime_rate","frac_children_single_mothers","frac_adults_divorced","frac_adults_married","income_growth_06_10","drop_this_column","cz_state"
12902,"Mount Sterling","KY",40195,39,0,0.026,0.077,0.02,0.018,0.025,0.323,28067,0.458,12.55,0.01,1230,5.556,-6.92,0.014,NA,NA,0.571,0.235,0.018,0.013,0.005,-1.132,0.342,0.001,0.193,0.114,0.604,-0.014,NA,"Mount Sterling, KY"
30402,"Tulsa","OK",921246,41.6,1,0.078,0.167,0.091,0.07,0.108,0.323,36227,0.493,14.218,0.016,1931,4.642,-5.513,0.016,0.01,-0.109,0.651,0.139,0.018,0.019,0.038,-0.121,0.539,0.002,0.214,0.119,0.579,-0.002,NA,"Tulsa, OK"
1100,"Hickory","NC",375363,35.6,1,0.091,0.134,0.038,0.029,0.042,0.322,36024,0.435,11.834,0.015,1917,5.205,3.202,0.026,0.011,-0.164,0.688,0.365,0.022,0.019,0.042,-0.235,0.578,0.002,0.19,0.095,0.601,-0.014,NA,"Hickory, NC"
1400,"Fayetteville","NC",644101,34.8,1,0.299,0.173,0.052,0.053,0.048,0.322,29959,0.463,11.49,0.016,2090,4.866,-5.484,0.024,0.014,-0.1,0.638,0.202,0.03,0.038,0.047,-2.21,0.377,0.003,0.276,0.092,0.545,-0.011,NA,"Fayetteville, NC"
12702,"Maysville","KY",52963,40.1,1,0.028,0.124,0.027,0.025,0.026,0.322,27372,0.422,8.344,0.013,1613,6.08,-3.84,-0.005,0.019,0.002,0.585,0.223,0.011,0.009,0.006,-0.162,0.523,0.001,0.173,0.101,0.603,-0.003,NA,"Maysville, KY"
15700,"Scioto","OH",225682,38.3,0,0.032,0.16,0.027,0.024,0.028,0.322,28949,0.403,9.722,0.019,1577,4.927,3.963,NA,0.018,-0.054,0.545,0.203,0.011,0.011,0.007,0.105,0.253,0.001,0.215,0.119,0.563,-0.011,NA,"Scioto, OH"
3102,"Brookhaven","MS",46424,40.5,0,0.302,0.098,0.014,0.018,0.008,0.321,27071,0.569,21.251,0.018,1806,4.338,-8.088,0.016,NA,NA,0.552,0.143,0.016,0.016,0.006,-0.017,0.719,0.001,0.24,0.088,0.57,0.012,NA,"Brookhaven, MS"
7900,"Gainesville","FL",320199,38.6,1,0.175,0.137,0.101,0.088,0.114,0.321,28321,0.51,12.516,0.02,2672,5.897,-1.607,0.016,0.012,0.416,0.585,0.049,0.033,0.032,0.057,-1.494,0.354,NA,0.276,0.104,0.461,0,NA,"Gainesville, FL"
2800,"Laurel","MS",120505,40.1,0,0.318,0.138,0.015,0.016,0.013,0.32,26974,0.511,13.527,0.013,1817,4.429,-9.186,0.001,0.017,-0.088,0.557,0.248,0.012,0.013,0.013,-0.56,0.62,0.002,0.258,0.098,0.547,0.001,NA,"Laurel, MS"
10600,"Jasper","AL",161169,41.9,1,0.06,0.123,0.013,0.011,0.013,0.32,28445,0.419,9.24,0.01,1312,4.647,-5.22,-0.006,0.006,-0.171,0.551,0.25,0.012,0.011,0.007,-0.797,0.611,0.002,0.182,0.107,0.615,0,NA,"Jasper, AL"
11201,"Bluefield","VA",199334,44,0,0.037,0.132,0.018,0.019,0.017,0.32,27294,0.443,10.178,0.017,1709,5.618,-2.029,-0.015,0.025,-0.044,0.509,0.14,0.007,0.008,0.007,-0.434,0.39,0.003,0.182,0.091,0.606,-0.007,NA,"Bluefield, VA"
19902,"Easton","MD",154018,39.9,1,0.163,0.111,0.056,0.045,0.064,0.32,43805,0.48,14.508,0.019,1702,6.562,0.006,-0.001,0.013,0.003,0.647,0.12,0.026,0.015,0.026,-0.476,0.43,0.002,0.227,0.091,0.577,0.005,NA,"Easton, MD"
5900,"Clarksville","TN",252059,39.2,1,0.179,0.133,0.056,0.054,0.052,0.319,28962,0.383,9.751,0.016,1703,5.298,-0.633,-0.004,0.024,-0.044,0.673,0.193,0.046,0.043,0.033,-1.828,0.48,0.002,0.203,0.101,0.608,-0.003,NA,"Clarksville, TN"
6900,"Sarasota","FL",763795,39.2,1,0.058,0.214,0.067,0.051,0.082,0.319,52947,0.541,17.696,0.018,2478,6.457,-1.082,0.004,0.004,-0.03,0.504,0.078,0.043,0.023,0.092,-0.533,0.403,NA,0.23,0.11,0.602,-0.013,NA,"Sarasota, FL"
2200,"South Boston","VA",158234,38,0,0.398,0.027,0.008,0.007,0.007,0.318,28198,0.408,8.048,0.015,1349,5.389,4.092,-0.003,0.025,0.152,0.536,0.208,0.009,0.008,0.012,-0.65,0.407,0.001,0.266,0.086,0.534,-0.011,NA,"South Boston, VA"
1500,"Wilmington","NC",361559,35.9,1,0.21,0.155,0.064,0.06,0.069,0.317,35617,0.523,12.594,0.022,2144,5.379,-0.153,0.02,0.019,0.156,0.61,0.12,0.033,0.017,0.028,-1.228,0.434,0.003,0.253,0.096,0.556,0,NA,"Wilmington, NC"
11203,"Big Stone Gap","VA",84011,43.6,0,0.013,0.068,0.011,0.01,0.012,0.317,25086,0.441,9.891,0.025,1691,5.79,7.398,-0.019,0.024,-0.021,0.477,0.077,0.006,0.006,0.004,-0.662,0.417,0.001,0.194,0.097,0.585,-0.008,NA,"Big Stone Gap, VA"
18600,"Albany","NY",1061509,43.1,1,0.055,0.201,0.077,0.078,0.078,0.317,40298,0.407,10.807,0.034,2767,8.921,4.01,-0.011,0.023,0.058,0.649,0.09,0.013,0.011,0.045,0.602,0.525,0.002,0.224,0.087,0.533,0,NA,"Albany, NY"
1002,"Morganton","NC",164760,37.6,1,0.047,0.117,0.012,0.011,0.011,0.315,30726,0.351,7.776,0.014,1826,4.926,5.556,0.018,0.018,-0.155,0.61,0.355,0.013,0.015,0.038,-0.231,0.569,0.002,0.179,0.096,0.607,-0.016,NA,"Morganton, NC"
4502,"Hazard","KY",117919,42.7,0,0.014,0.096,0.014,0.011,0.011,0.315,20987,0.445,9.422,0.011,1264,6.442,-7.906,0.01,0.025,-0.005,0.421,0.058,0.004,0.006,0.005,-1.348,0.351,0,0.192,0.102,0.589,0.009,NA,"Hazard, KY"
9200,"Griffin","GA",135136,36.2,1,0.283,0.132,0.039,0.039,0.039,0.315,30888,0.445,10.339,0.02,1695,4.83,-6.834,0.089,0.022,-0.076,0.601,0.234,0.026,0.019,0.017,-1.46,0.533,0.002,0.267,0.115,0.531,-0.017,NA,"Griffin, GA"
1203,"Asheville","NC",398505,39,1,0.05,0.168,0.036,0.034,0.037,0.314,37445,0.461,13.046,0.018,2059,5.649,9.045,0.024,0.023,0.001,0.604,0.178,0.017,0.013,0.038,0.055,0.577,0.003,0.203,0.099,0.592,-0.002,NA,"Asheville, NC"
12800,"Washington","IN",134026,43.5,1,0.003,0.048,0.039,0.038,0.039,0.314,35835,0.312,8.426,0.016,1944,6.15,3.411,NA,NA,NA,0.679,0.279,0.022,0.016,0.009,0.36,0.535,0.001,0.152,0.094,0.623,-0.006,NA,"Washington, IN"
19200,"Harrisburg","PA",1051424,43.9,1,0.059,0.278,0.06,0.056,0.062,0.314,38699,0.37,11.141,0.021,1909,7.256,0.608,-0.002,0.018,0.107,0.661,0.178,0.02,0.013,0.028,0.683,0.488,0.001,0.186,0.088,0.583,-0.001,NA,"Harrisburg, PA"
402,"Martinsville","VA",92753,37.3,0,0.224,0.137,0.024,0.015,0.028,0.313,31265,0.444,10.68,0.015,1558,5.74,4.227,NA,0.011,-0.116,0.599,0.395,0.007,0.01,0.025,-0.903,0.454,0.002,0.241,0.096,0.58,-0.011,NA,"Martinsville, VA"
4002,"Shreveport","LA",499101,38.1,1,0.381,0.237,0.083,0.075,0.089,0.312,31565,0.535,12.701,0.023,1945,4.655,-12.555,0.049,0.016,-0.106,0.596,0.123,0.012,0.013,0.015,-0.753,0.546,0.003,0.327,0.11,0.501,-0.002,NA,"Shreveport, LA"
24100,"Milwaukee","WI",1660659,39.3,1,0.141,0.436,0.115,0.106,0.118,0.312,42464,0.428,14.82,0.027,2977,7.74,-4.162,0.001,0.009,0.002,0.683,0.216,0.013,0.017,0.051,1.121,0.561,0,0.245,0.092,0.532,-0.009,NA,"Milwaukee, WI"
28401,"Colorado Springs","CO",587132,41.8,1,0.06,0.084,0.111,0.093,0.129,0.311,37765,0.404,11.252,0.024,2739,5.477,6.149,NA,0.02,0.066,0.696,0.108,0.05,0.047,0.058,-0.169,0.365,0.002,0.187,0.108,0.594,-0.004,NA,"Colorado Springs, CO"
11303,"Colonial Beach","VA",59342,39.6,0,0.312,0.046,0.009,0.008,0.005,0.31,39561,0.44,6.938,0.016,1583,4.996,1.402,NA,NA,NA,0.529,0.099,0.016,0.009,0.02,0.97,0.437,0.001,0.251,0.074,0.6,0.001,NA,"Colonial Beach, VA"
2300,"Lynchburg","VA",228616,39.2,1,0.181,0.132,0.05,0.048,0.056,0.309,34417,0.419,9.827,0.018,1481,5.263,3.333,NA,0.026,0.057,0.626,0.221,0.009,0.009,0.02,-0.185,0.575,0.001,0.23,0.089,0.571,-0.007,NA,"Lynchburg, VA"
10900,"Pensacola","FL",623252,39.7,1,0.137,0.138,0.061,0.057,0.067,0.309,34256,0.471,13.671,0.016,1995,5.409,5.39,-0.01,0.006,0.025,0.613,0.063,0.035,0.034,0.04,-1.216,0.444,NA,0.241,0.121,0.555,0.004,NA,"Pensacola, FL"
8300,"Greenville","SC",894291,37.1,1,0.181,0.176,0.066,0.058,0.076,0.308,35225,0.48,12.338,0.014,1580,5.145,-1.21,-0.01,0.015,0.061,0.641,0.259,0.015,0.012,0.033,-1.108,0.558,0.003,0.229,0.092,0.567,-0.01,NA,"Greenville, SC"
20901,"Bridgeport","CT",3405565,42.4,1,0.087,0.269,0.117,0.097,0.13,0.308,53281,0.49,21.68,0.026,2476,8.888,-4.993,NA,0.008,-0.084,0.666,0.148,0.014,0.016,0.109,0.493,0.579,0.002,0.217,0.093,0.55,-0.004,NA,"Bridgeport, CT"
4004,"Many","LA",23459,46.6,0,0.168,0.16,0.018,0.022,0.009,0.306,30067,0.438,9.71,0.019,1853,4.458,-9.206,0.027,0.043,NA,0.507,0.127,0.016,0.014,0.009,-1.556,0.709,0.003,0.236,0.09,0.594,0.002,NA,"Many, LA"
500,"Greensboro","NC",1055133,36.5,1,0.218,0.22,0.068,0.058,0.077,0.305,36582,0.524,18.228,0.017,1932,5.008,-3.716,0.016,0.014,-0.017,0.666,0.261,0.017,0.015,0.05,-0.513,0.434,0.003,0.237,0.096,0.56,-0.014,NA,"Greensboro, NC"
33803,"Oklahoma City","OK",1154246,42.2,1,0.1,0.17,0.096,0.083,0.107,0.305,34352,0.477,12.936,0.017,1775,4.687,-3.512,0.018,0.017,-0.01,0.646,0.105,0.019,0.017,0.054,-0.49,0.596,0.001,0.234,0.122,0.549,0,NA,"Oklahoma City, OK"
5500,"Columbia","TN",159374,39.4,1,0.104,0.113,0.041,0.039,0.047,0.304,32507,0.381,8.556,0.018,2532,4.217,-4.083,-0.01,0.013,-0.106,0.637,0.305,0.022,0.021,0.015,-1.248,0.472,0.002,0.199,0.113,0.591,-0.01,NA,"Columbia, TN"
7500,"Deltona","FL",563598,39.2,1,0.1,0.196,0.048,0.049,0.046,0.303,38459,0.465,11.814,0.025,2775,5.831,0.434,-0.025,0.009,0.054,0.541,0.092,0.051,0.028,0.062,-1.39,0.374,NA,0.249,0.12,0.565,-0.01,NA,"Deltona, FL"
6600,"Rome","GA",418304,37.4,1,0.078,0.181,0.034,0.032,0.033,0.301,31877,0.491,16.237,0.025,2610,5.324,-4.992,0.035,0.012,-0.109,0.634,0.34,0.015,0.013,0.066,-1.683,0.524,0.001,0.18,0.108,0.604,-0.017,NA,"Rome, GA"
17502,"Winchester","VA",115649,41.7,1,0.043,0.1,0.042,0.037,0.045,0.301,36887,0.402,10.978,0.02,1801,6.326,0.058,-0.003,0.017,-0.058,0.669,0.182,0.039,0.023,0.029,-0.875,0.391,0.001,0.172,0.098,0.584,0.002,NA,"Winchester, VA"
19300,"Poughkeepsie","NY",873232,42.6,1,0.075,0.142,0.07,0.073,0.068,0.301,39707,0.39,9.621,0.039,3085,9.084,2.093,-0.012,0.014,0.083,0.637,0.105,0.026,0.024,0.078,-0.759,0.574,0.002,0.183,0.079,0.557,0.004,NA,"Poughkeepsie, NY"
20600,"Manchester","NH",1193391,44.2,1,0.007,0.08,0.072,0.06,0.084,0.301,43530,0.38,12.697,0.034,1804,6.546,3.63,0.017,0.008,0.018,0.708,0.182,0.024,0.021,0.044,-0.262,0.485,0.001,0.173,0.105,0.579,0.001,NA,"Manchester, NH"
7300,"Palm Bay","FL",589177,39.4,1,0.082,0.144,0.071,0.06,0.079,0.3,45264,0.469,14.294,0.02,2412,5.628,9.036,-0.015,0.007,0.101,0.561,0.123,0.047,0.026,0.068,-0.799,0.414,NA,0.227,0.119,0.583,-0.008,NA,"Palm Bay, FL"
700,"Spartanburg","SC",354533,36.4,1,0.207,0.139,0.045,0.044,0.045,0.299,33417,0.471,13.061,0.018,2499,5.421,-1.009,NA,0.02,0.007,0.63,0.295,0.017,0.016,0.029,-1.001,0.596,0.003,0.246,0.099,0.561,-0.014,NA,"Spartanburg, SC"
5201,"New Albany","MS",54214,39.3,1,0.185,0.088,0.011,0.012,0.01,0.299,27596,0.389,9.491,0.01,2149,4.111,-1.196,-0.014,0.018,0.145,0.577,0.381,0.021,0.016,0.017,0.047,0.734,0.002,0.196,0.092,0.6,-0.013,NA,"New Albany, MS"
2700,"Gulfport","MS",458674,39.3,1,0.182,0.181,0.036,0.037,0.034,0.298,31028,0.465,12.053,0.022,2072,4.627,-3.592,0.002,0.004,-0.033,0.619,0.133,0.02,0.019,0.026,-1.63,0.535,0.002,0.244,0.121,0.549,-0.004,NA,"Gulfport, MS"
17400,"Hagerstown","PA",408535,42.9,1,0.047,0.164,0.035,0.036,0.034,0.298,34829,0.351,8.689,0.016,1512,6.288,1.236,0.007,0.015,-0.034,0.633,0.176,0.031,0.012,0.019,-0.256,0.391,0.002,0.186,0.097,0.598,0.006,NA,"Hagerstown, PA"
8800,"Savannah","GA",434615,36.1,1,0.325,0.243,0.099,0.095,0.103,0.297,39851,0.553,14.606,0.028,2224,5.81,-9.082,0.038,0.016,-0.021,0.628,0.103,0.033,0.029,0.044,-1.703,0.407,0.002,0.269,0.101,0.542,-0.009,NA,"Savannah, GA"
4501,"West Liberty","KY",49887,38.4,0,0.02,0.157,0.011,0.009,0.01,0.295,20802,0.508,16.386,0.009,1272,6.784,-5.552,0.03,0.02,-0.176,0.423,0.138,0.004,0.007,0.005,-1.289,0.214,0,0.199,0.112,0.588,-0.014,NA,"West Liberty, KY"
17000,"Pikeville","KY",204354,43.2,0,0.008,0.103,0.017,0.013,0.015,0.295,23076,0.474,10.775,0.011,1240,6.46,-2.262,0.001,0.01,-0.142,0.435,0.054,0.003,0.006,0.004,-1.347,0.331,0.001,0.186,0.103,0.608,0.004,NA,"Pikeville, KY"
8900,"Macon","GA",386870,35.5,1,0.36,0.193,0.091,0.098,0.085,0.294,33836,0.501,12.343,0.02,2500,5.704,-6.074,0.048,0.021,-0.08,0.622,0.134,0.016,0.014,0.023,-1.07,0.443,0.001,0.302,0.109,0.526,-0.013,NA,"Macon, GA"
9600,"LaGrange","GA",457299,37.6,1,0.2,0.154,0.062,0.056,0.069,0.294,32720,0.458,11.202,0.017,1864,5.261,-7.685,0.012,0.015,-0.051,0.621,0.23,0.027,0.019,0.021,-1.461,0.52,0.002,0.221,0.107,0.57,-0.011,NA,"LaGrange, GA"
36100,"Salt Lake City","UT",1426729,46.2,1,0.01,0.114,0.101,0.093,0.107,0.294,36988,0.358,12.569,0.021,2439,4.322,-8.394,0.009,0.009,-0.079,0.71,0.12,0.024,0.024,0.084,-0.635,0.699,0.001,0.147,0.092,0.58,-0.006,NA,"Salt Lake City, UT"
4200,"Little Rock","AR",630854,38,1,0.207,0.278,0.073,0.065,0.077,0.293,36101,0.484,11.732,0.017,1687,5.365,-9.092,0.007,0.017,-0.114,0.663,0.114,0.02,0.018,0.023,-0.047,0.577,0.003,0.247,0.12,0.563,-0.005,NA,"Little Rock, AR"
401,"Winston-Salem","NC",493180,37,1,0.174,0.262,0.072,0.061,0.081,0.292,38892,0.466,11.917,0.018,1891,5.463,-2.297,0.023,0.014,0.052,0.656,0.215,0.022,0.019,0.053,-0.018,0.488,0.003,0.22,0.092,0.586,-0.014,NA,"Winston-Salem, NC"
6501,"Ellijay","GA",43254,40.7,0,0.002,0.11,0.009,0.006,0.011,0.292,31235,0.403,7.137,0.018,1556,5.193,-3.837,0.021,NA,NA,0.568,0.254,0.023,0.017,0.036,-1.19,0.518,0.001,0.158,0.11,0.632,0.003,NA,"Ellijay, GA"
31900,"Pearland","TX",320912,45.5,1,0.097,0.091,0.067,0.055,0.078,0.291,34849,0.401,7.742,0.034,1988,5.65,10.619,-0.01,0.009,-0.251,0.619,0.167,0.043,0.032,0.084,-1.568,0.574,0.002,0.168,0.099,0.601,0.006,NA,"Pearland, TX"
35100,"Tucson","AZ",999882,39.9,1,0.029,0.22,0.112,0.097,0.127,0.291,35571,0.477,12.39,0.024,2423,5.806,-10.137,NA,0.007,0.03,0.592,0.089,0.033,0.025,0.128,-0.867,0.452,0.002,0.239,0.117,0.534,-0.003,NA,"Tucson, AZ"
2500,"Newport News","VA",570854,38.1,1,0.316,0.181,0.087,0.082,0.095,0.29,36027,0.422,9.192,0.025,1807,5.966,3.348,NA,0.011,0.131,0.648,0.147,0.025,0.026,0.038,-0.63,0.367,0.002,0.266,0.091,0.553,0.008,NA,"Newport News, VA"
601,"North Wilkesboro","NC",90016,38.3,0,0.032,0.114,0.012,0.009,0.012,0.289,31544,0.446,12.645,0.014,1661,5.296,6.698,0.021,0.011,-0.123,0.617,0.275,0.012,0.012,0.027,-0.193,0.561,0.003,0.165,0.087,0.632,-0.011,NA,"North Wilkesboro, NC"
6800,"Lakeland","FL",598228,39.4,1,0.125,0.171,0.053,0.05,0.055,0.289,36102,0.477,12.185,0.016,2265,5.569,-7.088,0.025,0.015,0.058,0.556,0.086,0.048,0.025,0.077,-1.73,0.422,NA,0.24,0.107,0.58,-0.014,NA,"Lakeland, FL"
800,"Gastonia","NC",413331,35.4,1,0.138,0.134,0.038,0.034,0.041,0.288,33582,0.415,10.08,0.015,1996,5.251,2.412,0.03,0.015,-0.102,0.648,0.311,0.017,0.015,0.029,-0.659,0.601,0.004,0.214,0.094,0.596,-0.014,NA,"Gastonia, NC"
16300,"Pittsburgh","PA",2561364,45.2,1,0.075,0.323,0.081,0.069,0.089,0.287,38686,0.45,13.848,0.025,2244,8.199,5.035,-0.01,0.022,0.092,0.599,0.124,0.007,0.011,0.025,0.604,0.651,0.002,0.209,0.082,0.545,-0.001,NA,"Pittsburgh, PA"
6000,"Huntsville","AL",519583,38.5,1,0.174,0.225,0.089,0.081,0.098,0.286,37730,0.443,10.571,0.015,2947,5.14,-7.679,-0.006,0.012,-0.147,0.647,0.228,0.018,0.014,0.03,-1.029,0.559,0.002,0.204,0.108,0.595,-0.004,NA,"Huntsville, AL"
37400,"Sacramento","CA",2570609,42.7,1,0.063,0.161,0.093,0.086,0.099,0.285,39560,0.451,12.004,0.02,3559,5.495,-11.615,-0.02,0.008,0.021,0.625,0.085,0.034,0.027,0.147,-0.596,0.354,0.004,0.225,0.111,0.541,-0.002,NA,"Sacramento, CA"
17600,"Charlottesville","VA",273489,39.2,1,0.164,0.096,0.06,0.058,0.062,0.282,37999,0.489,12.275,0.022,1882,6.177,-0.367,NA,0.011,0.327,0.626,0.093,0.031,0.017,0.044,-0.484,0.365,0.001,0.203,0.089,0.544,0.005,NA,"Charlottesville, VA"
29502,"Kansas City","MO",1762873,40.1,1,0.124,0.306,0.121,0.106,0.134,0.281,42531,0.437,14.187,0.026,2569,6.45,-0.787,0.004,0.014,-0.102,0.691,0.113,0.017,0.016,0.045,0.185,0.487,0.002,0.221,0.113,0.556,-0.006,NA,"Kansas City, MO"
8100,"Columbia","SC",722201,35.9,1,0.367,0.215,0.088,0.082,0.094,0.28,34438,0.512,11.917,0.018,2148,5.947,-3.569,-0.007,0.019,0.051,0.658,0.132,0.023,0.02,0.031,-0.925,0.445,0.002,0.279,0.088,0.523,-0.008,NA,"Columbia, SC"
16901,"Charleston","WV",347345,42.3,1,0.044,0.177,0.057,0.05,0.059,0.28,34109,0.474,12.717,0.016,1532,6.254,-9.146,0.006,0.017,-0.11,0.553,0.083,0.008,0.01,0.011,-0.087,0.3,0.002,0.21,0.113,0.573,-0.002,NA,"Charleston, WV"
30601,"El Paso","TX",857648,43.7,1,0.024,0.169,0.096,0.084,0.106,0.28,25721,0.534,13.174,0.024,2251,5.51,-6.376,0.008,0.009,0.023,0.569,0.129,0.021,0.025,0.257,-1.899,0.662,0.003,0.237,0.092,0.548,-0.011,NA,"El Paso, TX"
11101,"Montgomery","AL",367927,35.8,1,0.401,0.265,0.102,0.103,0.103,0.278,33533,0.554,13.411,0.015,1663,4.424,-17.887,0.005,0.024,-0.053,0.605,0.117,0.019,0.02,0.015,-0.713,0.497,0.002,0.301,0.113,0.517,-0.003,NA,"Montgomery, AL"
14900,"Gary","IN",675971,40.7,1,0.182,0.444,0.08,0.082,0.075,0.277,38097,0.369,10.709,0.024,2258,7.061,-3.78,NA,0.016,-0.102,0.637,0.197,0.024,0.019,0.046,-0.229,0.439,0.002,0.244,0.1,0.533,-0.012,NA,"Gary, IN"
200,"Morristown","TN",227816,37.8,1,0.02,0.093,0.026,0.028,0.025,0.276,29959,0.435,10.631,0.023,2004,4.506,-3.4,-0.024,0.009,-0.101,0.625,0.238,0.016,0.014,0.023,-0.767,0.544,0.002,0.185,0.116,0.613,-0.002,NA,"Morristown, TN"
8401,"Aiken","GA",525842,36.2,1,0.357,0.165,0.09,0.084,0.097,0.275,33294,0.487,9.765,0.02,1911,5.214,-6.018,0.011,0.011,-0.117,0.623,0.157,0.015,0.015,0.029,-1.373,0.432,0.002,0.291,0.104,0.528,-0.01,NA,"Aiken, GA"
9900,"Tallahassee","FL",426634,37.9,1,0.285,0.162,0.122,0.109,0.133,0.275,30838,0.5,11.16,0.019,3204,6.107,2.693,-0.008,0.012,0.193,0.621,0.042,0.022,0.023,0.037,-0.96,0.373,NA,0.283,0.108,0.479,-0.009,NA,"Tallahassee, FL"
7200,"Cape Coral","FL",692265,39.5,1,0.056,0.263,0.078,0.059,0.095,0.273,55875,0.574,17.022,0.025,3061,6.896,-4.293,0.023,0.007,-0.055,0.531,0.044,0.067,0.026,0.125,-1.24,0.377,NA,0.215,0.108,0.61,-0.016,NA,"Cape Coral, FL"
7800,"Ocala","FL",377001,39,1,0.085,0.158,0.026,0.019,0.031,0.273,38731,0.487,12.616,0.017,1969,5.344,1.125,-0.003,0.005,0.025,0.469,0.091,0.056,0.024,0.051,-1.831,0.35,NA,0.246,0.113,0.611,-0.008,NA,"Ocala, FL"
34901,"Albuquerque","NM",755244,39.3,1,0.022,0.177,0.096,0.082,0.111,0.273,35591,0.465,9.867,0.014,2022,5.091,-13.662,0.033,0.016,-0.1,0.641,0.084,0.03,0.022,0.076,-0.76,0.547,0.003,0.239,0.125,0.515,-0.004,NA,"Albuquerque, NM"
15900,"Columbus","OH",1663807,37.7,1,0.124,0.269,0.122,0.106,0.139,0.271,40286,0.451,14.001,0.029,2301,6.531,3.69,NA,0.013,0.107,0.692,0.119,0.02,0.019,0.044,0.61,0.363,0.003,0.228,0.11,0.527,-0.01,NA,"Columbus, OH"
302,"Knoxville","TN",727600,37.8,1,0.056,0.21,0.092,0.084,0.102,0.269,35884,0.508,15.08,0.019,2357,4.9,-6.032,-0.011,0.011,-0.024,0.615,0.146,0.016,0.014,0.02,-0.222,0.602,0.001,0.206,0.114,0.575,-0.002,NA,"Knoxville, TN"
8202,"Charleston","SC",587297,37.7,1,0.314,0.157,0.082,0.081,0.079,0.269,34601,0.544,16.485,0.02,1796,5.042,-3.673,-0.006,0.009,0.016,0.639,0.106,0.027,0.021,0.032,-2.111,0.396,0.003,0.277,0.093,0.517,-0.001,NA,"Charleston, SC"
9400,"Gainesville","GA",272150,39.5,1,0.058,0.2,0.03,0.028,0.034,0.269,33365,0.468,12.858,0.022,1620,5.735,-7.318,0.022,0.026,-0.095,0.646,0.234,0.034,0.021,0.101,-1.545,0.439,0.002,0.156,0.096,0.616,-0.006,NA,"Gainesville, GA"
15200,"Cleveland","OH",2661167,38.2,1,0.175,0.446,0.115,0.106,0.119,0.268,42208,0.463,13.743,0.031,2677,6.958,5.208,NA,0.011,-0.034,0.648,0.189,0.01,0.015,0.048,0.455,0.518,0.001,0.254,0.107,0.521,-0.012,NA,"Cleveland, OH"
16902,"Spencer","WV",23028,47.1,0,0.002,0.011,0.007,0.007,0.004,0.268,23337,0.356,6.941,0.011,1333,6.717,-10.746,0.001,NA,NA,0.491,0.141,0.013,0.009,0.006,-0.651,0.247,0.001,0.163,0.1,0.603,-0.005,NA,"Spencer, WV"
3003,"Jackson","MS",546560,36.4,1,0.445,0.288,0.1,0.092,0.11,0.267,33322,0.605,17.981,0.016,1604,4.618,-15.257,0.005,0.016,-0.02,0.629,0.112,0.015,0.013,0.014,-0.538,0.531,0.002,0.303,0.104,0.495,-0.005,NA,"Jackson, MS"
11001,"Mobile","AL",599405,38,1,0.289,0.317,0.077,0.084,0.071,0.267,33321,0.531,13.029,0.018,1805,4.504,-11.938,0,0.012,-0.039,0.587,0.149,0.016,0.013,0.021,-0.984,0.515,0.002,0.273,0.107,0.55,-0.006,NA,"Mobile, AL"
6700,"Tampa","FL",2395997,39.1,1,0.099,0.232,0.08,0.063,0.097,0.264,42195,0.534,15.27,0.022,2380,6.228,-2.514,-0.001,0.009,0.026,0.592,0.083,0.041,0.025,0.098,-1.04,0.379,NA,0.252,0.125,0.537,-0.012,NA,"Tampa, FL"
21501,"Minneapolis","MN",2904389,44.2,1,0.053,0.193,0.104,0.1,0.104,0.264,47071,0.375,15.617,0.026,3365,8.069,0.449,0.012,0.016,-0.076,0.743,0.158,0.014,0.017,0.072,1.348,0.569,0.002,0.187,0.093,0.549,-0.004,NA,"Minneapolis, MN"
11202,"Welch","WV",53037,44.6,0,0.064,0.232,0.019,0.016,0.03,0.263,22244,0.4,5.447,0.012,1211,6.846,-8.757,-0.006,0.038,NA,0.364,0.043,0.007,0.01,0.003,-1.495,0.277,0.002,0.209,0.087,0.593,-0.009,NA,"Welch, WV"
19500,"Toms River","NJ",1126217,45.2,1,0.055,0.198,0.109,0.099,0.118,0.263,54036,0.407,15.42,0.031,2632,NA,5.938,-0.012,0.001,-0.246,0.614,0.081,0.027,0.025,0.087,-0.56,0.614,0.001,0.146,0.075,0.587,-0.001,NA,"Toms River, NJ"
14200,"Indianapolis","IN",1507346,37.2,1,0.141,0.333,0.107,0.089,0.122,0.262,42510,0.459,13.844,0.023,2519,6.991,0.549,NA,0.009,-0.104,0.699,0.154,0.02,0.016,0.035,0.69,0.408,0.004,0.226,0.115,0.55,-0.012,NA,"Indianapolis, IN"
13101,"Louisville","KY",1100767,37.9,1,0.132,0.311,0.104,0.095,0.11,0.261,39192,0.471,13.684,0.019,1833,5.998,-6.336,0.02,0.014,-0.045,0.66,0.162,0.012,0.012,0.027,0.388,0.529,0.003,0.25,0.12,0.541,-0.011,NA,"Louisville, KY"
